transmission,model,Year of Manufacture,City,Fuel Type,bt,Ownership,Kms Driven,Engine Type
Manual,Renault Duster,2019.0,Hyderabad,Diesel,SUV,First Owner,44416.0,dCi THP Diesel Engine
Manual,Honda Brio,2012.0,Hyderabad,Petrol,Hatchback,Third Owner,69408.0,i-VTEC Engine
Manual,Volkswagen Taigun,2022.0,Hyderabad,Petrol,SUV,First Owner,10000.0,1.0L TSI
Manual,Maruti Baleno,2016.0,Hyderabad,Petrol,Hatchback,Second Owner,78911.0,VVT Petrol Engine
Manual,Datsun GO,2017.0,Hyderabad,Petrol,Hatchback,First Owner,85298.0,Naturally Aspirated 12V
Manual,Honda City,2014.0,Hyderabad,Petrol,Sedan,First Owner,60529.0,i VTEC Engine
Manual,Skoda Rapid,2017.0,Hyderabad,Diesel,Sedan,Second Owner,115276.0,Diesel Engine
Automatic,Maruti Vitara Brezza,2019.0,Hyderabad,Diesel,SUV,First Owner,60000.0,DDiS 200 Diesel Engine
Manual,Renault Duster,2020.0,Hyderabad,Petrol,SUV,First Owner,30241.0,1.5L Petrol Engine
Manual,Hyundai Santro,2019.0,Hyderabad,Petrol,Hatchback,First Owner,24197.0,1.1 litre Petrol Engine
Automatic,Mercedes-Benz GLA,2022.0,Hyderabad,Petrol,SUV,First Owner,20000.0,
Manual,Hyundai i20 N Line,2021.0,Hyderabad,Petrol,Hatchback,First Owner,44981.0,1.0 Turbo GDI
Manual,Nissan Micra,2011.0,Hyderabad,Diesel,Hatchback,Second Owner,85497.0,In-Line Diesel Engine 
Automatic,Audi Q5,2022.0,Hyderabad,Petrol,SUV,First Owner,20000.0,2.0 L TFSI
Manual,Maruti Baleno,2019.0,Hyderabad,Petrol,Hatchback,First Owner,30000.0,VVT Petrol Engine
Manual,Maruti Swift,2017.0,Hyderabad,Diesel,Hatchback,First Owner,80000.0,DDiS 190 Engine
Automatic,Honda Brio,2017.0,Hyderabad,Petrol,Hatchback,First Owner,41000.0,i-VTEC Engine
Automatic,Hyundai Creta,2017.0,Hyderabad,Diesel,SUV,First Owner,73000.0,U2 CRDI VGT Engine
Manual,Maruti Swift Dzire,2022.0,Hyderabad,Petrol,Sedan,First Owner,40000.0,
Manual,Maruti Swift,2018.0,Hyderabad,Petrol,Hatchback,First Owner,27000.0,VTVT Engine
Manual,Tata Tiago,2018.0,Hyderabad,Petrol,Hatchback,Third Owner,57380.0,Revotron Engine
Automatic,Hyundai Elantra,2018.0,Hyderabad,Diesel,Sedan,First Owner,81334.0,U2 VGT CRDi Diesel Engine
Manual,Maruti Swift Dzire,2022.0,Hyderabad,CNG,Sedan,First Owner,70000.0,
Manual,Tata Nexon,2021.0,Hyderabad,Diesel,SUV,First Owner,32483.0,1.5l Turbocharged Revotorq
Manual,Maruti Vitara Brezza,2016.0,Hyderabad,Diesel,SUV,Second Owner,71220.0,DDiS 200 Diesel Engine
Manual,Kia Sonet,2021.0,Hyderabad,Petrol,SUV,First Owner,17459.0,Smartstream G1.0 T - GDi
Manual,Maruti Brezza,2023.0,Hyderabad,Petrol,SUV,First Owner,6517.0,K15C
Manual,Hyundai Creta,2018.0,Hyderabad,Diesel,SUV,First Owner,70427.0,U2 CRDI Engine
Automatic,Maruti Alto K10,2018.0,Hyderabad,Petrol,Hatchback,First Owner,52306.0,K Series Petrol Engine
Automatic,Volkswagen Vento,2015.0,Hyderabad,Diesel,Sedan,First Owner,111670.0,TDI Diesel Engine
Manual,Maruti Wagon R,2019.0,Hyderabad,Petrol,Hatchback,First Owner,40000.0,K10B Petrol Engine
Manual,Hyundai i20 Active,2017.0,Hyderabad,Diesel,Hatchback,First Owner,67000.0,U2 CRDI Diesel Engine
Automatic,BMW 5 Series,2018.0,Hyderabad,Diesel,Sedan,First Owner,77000.0,TwinPower Turbo Inline 4 Cylinder Engine
Automatic,BMW X5,2016.0,Hyderabad,Diesel,SUV,First Owner,71000.0,Diesel Engine
Manual,Honda City,2012.0,Hyderabad,Petrol,Sedan,Third Owner,88471.0,SOHC i-VTEC
Manual,Hyundai Grand i10,2018.0,Hyderabad,Diesel,Hatchback,First Owner,88479.0,U2 CRDi  Diesel Engine
Manual,Maruti XL6,2020.0,Hyderabad,Petrol,MUV,First Owner,39000.0,K15B Smart Hybrid
Automatic,Volkswagen Vento,2018.0,Hyderabad,Diesel,Sedan,First Owner,50003.0,TDI Diesel Engine
Manual,Hyundai Grand i10,2017.0,Hyderabad,Petrol,Hatchback,First Owner,82163.0,Kappa VTVT Petrol Engine
Manual,Maruti Baleno,2022.0,Hyderabad,Petrol,Hatchback,First Owner,40000.0,1.2 L K Series Engine
Manual,Maruti Swift,2016.0,Hyderabad,Petrol,Hatchback,First Owner,108560.0,K Series Dual jet
Manual,Mahindra XUV500,2014.0,Hyderabad,Diesel,SUV,First Owner,70000.0,mHawk Diesel Engine
Manual,Datsun RediGO,2021.0,Hyderabad,Petrol,Hatchback,First Owner,28292.0,1.0 L Petrol Engine
Manual,Maruti Alto 800,2017.0,Hyderabad,Petrol,Hatchback,First Owner,117467.0,F8D Petrol Engine
Manual,Maruti Baleno,2019.0,Hyderabad,Petrol,Hatchback,First Owner,65000.0,VVT Petrol Engine
Manual,Hyundai i10,2012.0,Hyderabad,Petrol,Hatchback,First Owner,60541.0,DOHC Kappa2 Engine
Manual,Ford Ecosport,2015.0,Hyderabad,Petrol,SUV,First Owner,60000.0,Ecoboost Petrol Engine 
Manual,Honda City,2019.0,Hyderabad,Petrol,Sedan,First Owner,76355.0,i VTEC Engine
Automatic,Maruti S-Presso,2021.0,Hyderabad,Petrol,Hatchback,First Owner,60000.0,K10B
Manual,Nissan Terrano,2019.0,Hyderabad,Diesel,SUV,First Owner,50000.0,K9K Diesel Engine
Manual,MG Hector,2019.0,Hyderabad,Diesel,SUV,First Owner,96000.0,
Manual,Mahindra XUV300,2020.0,Hyderabad,Diesel,SUV,First Owner,63000.0,1.5 Diesel Engine
Manual,Hyundai Grand i10 Nios,2020.0,Hyderabad,Petrol,Hatchback,First Owner,40000.0,1.2 Kappa petrol
Manual,Hyundai Venue,2021.0,Hyderabad,Petrol,SUV,First Owner,30000.0,Kappa 1.0 L Turbo GDi Petrol
Manual,Maruti Swift Dzire,2014.0,Hyderabad,Petrol,Sedan,First Owner,101543.0,
Manual,Maruti Baleno,2016.0,Hyderabad,Petrol,Hatchback,First Owner,66424.0,VVT Petrol Engine
Manual,Maruti SX4 S Cross,2020.0,Hyderabad,Petrol,SUV,First Owner,120000.0,K15B Smart Hybrid
Manual,Tata Tiago,2018.0,Hyderabad,Petrol,Hatchback,First Owner,33433.0,Revotron Engine
Manual,Hyundai i20,2016.0,Hyderabad,Diesel,Hatchback,First Owner,72169.0,U2 CRDI Diesel Engine
Automatic,Honda City,2018.0,Hyderabad,Petrol,Sedan,First Owner,48175.0,i VTEC Engine
Manual,Maruti Celerio,2014.0,Hyderabad,Petrol,Hatchback,First Owner,73452.0,K10B Engine
Automatic,MG Hector,2020.0,Hyderabad,Petrol,SUV,First Owner,54807.0,
Manual,Maruti Alto 800,2017.0,Hyderabad,Petrol,Hatchback,First Owner,47118.0,F8D Petrol Engine
Manual,Tata Nexon,2017.0,Hyderabad,Petrol,SUV,First Owner,100000.0,Revotron 1.2L Turbocharged engine
Manual,Nissan Magnite,2021.0,Hyderabad,Petrol,SUV,First Owner,41192.0,B4D 1.0 NA PETROL
Manual,Tata Harrier,2019.0,Hyderabad,Diesel,SUV,First Owner,70000.0,Kryotec 2.0LTurbocharged Engine
Automatic,Ford Endeavour,2016.0,Hyderabad,Diesel,SUV,First Owner,105264.0,Diesel Engine
Automatic,Honda CR-V,2012.0,Hyderabad,Petrol,SUV,First Owner,70000.0,i-VTEC Engine
Automatic,Land Rover Range Rover Evoque,2017.0,Hyderabad,Diesel,SUV,First Owner,50380.0,TD4 Diesel Engine
Manual,Tata Manza,2010.0,Hyderabad,Diesel,Sedan,Second Owner,80000.0,Diesel Engine
Manual,Maruti Celerio,2016.0,Hyderabad,Petrol,Hatchback,First Owner,51000.0,K10B Engine
Manual,Renault KWID,2017.0,Hyderabad,Petrol,Hatchback,First Owner,31846.0,Petrol Engine
Manual,Hyundai Grand i10,2015.0,Hyderabad,Diesel,Hatchback,First Owner,63000.0,U2 CRDi  Diesel Engine
Manual,Hyundai i20,2015.0,Hyderabad,Diesel,Hatchback,Second Owner,114676.0,U2 CRDI Diesel Engine
Manual,Hyundai i20,2019.0,Hyderabad,Diesel,Hatchback,First Owner,82662.0,U2 CRDI Diesel Engine
Manual,Maruti Alto K10,2014.0,Hyderabad,Petrol,Hatchback,Second Owner,50000.0,K Series Petrol Engine
Manual,Renault Triber,2019.0,Hyderabad,Petrol,MUV,First Owner,66518.0,
Manual,Honda City,2017.0,Hyderabad,Petrol,Sedan,First Owner,57927.0,i VTEC Engine
Manual,Maruti Ciaz,2019.0,Hyderabad,Petrol,Sedan,First Owner,40000.0,k15B VVT Engine
Manual,Tata Tiago,2021.0,Hyderabad,Petrol,Hatchback,First Owner,16115.0,1.2 L Revotron
Manual,Hyundai i10,2009.0,Hyderabad,Petrol,Hatchback,Second Owner,50829.0,DOHC Engine
Manual,Hyundai Grand i10 Nios,2019.0,Hyderabad,Petrol,Hatchback,First Owner,25467.0,1.2 Kappa petrol
Manual,Maruti Alto 800,2020.0,Hyderabad,Petrol,Hatchback,First Owner,71071.0,F8D Petrol Engine
Manual,Hyundai Verna,2016.0,Hyderabad,Petrol,Sedan,First Owner,55000.0,VTVT Petrol Engine
Manual,Hyundai i20,2017.0,Hyderabad,Petrol,Hatchback,Second Owner,55563.0,Kappa VTVT Petrol Engine
Automatic,Hyundai Grand i10,2015.0,Hyderabad,Petrol,Hatchback,First Owner,54000.0,Kappa VTVT Petrol Engine
Manual,Hyundai i20,2019.0,Hyderabad,Petrol,Hatchback,Second Owner,70000.0,Kappa VTVT Petrol Engine
Automatic,Volvo S60,2017.0,Hyderabad,Diesel,Sedan,First Owner,54000.0,Turbo Diesel Engine
Automatic,Ford Ecosport,2016.0,Hyderabad,Petrol,SUV,First Owner,41000.0,Ti-VCT Petrol Engine
Manual,Hyundai i20,2011.0,Hyderabad,Petrol,Hatchback,Second Owner,70000.0,In-Line Engine
Manual,Maruti Baleno,2020.0,Hyderabad,Petrol,Hatchback,First Owner,62500.0,1.2L VVT Engine
Manual,Hyundai Santro,2021.0,Hyderabad,Petrol,Hatchback,First Owner,20000.0,1.1 L Petrol
Manual,Hyundai i20,2016.0,Hyderabad,Petrol,Hatchback,First Owner,60350.0,Kappa VTVT Petrol Engine
Manual,Hyundai i20,2015.0,Hyderabad,Petrol,Hatchback,First Owner,52266.0,Kappa VTVT Petrol Engine
Manual,Maruti Ciaz,2018.0,Hyderabad,Diesel,Sedan,First Owner,58431.0,DDIS Diesel Engine
Automatic,Honda City,2017.0,Hyderabad,Petrol,Sedan,First Owner,41372.0,i VTEC Engine
Manual,Maruti Alto 800,2014.0,Hyderabad,Petrol,Hatchback,Second Owner,46863.0,F8D Petrol Engine
Automatic,Nissan Sunny,2014.0,Hyderabad,Petrol,Sedan,First Owner,66500.0,HR15 Petrol Engine
Manual,Hyundai i10,2014.0,Hyderabad,Petrol,Hatchback,Second Owner,49374.0,IRDE2 Engine
Manual,Skoda Rapid,2012.0,Hyderabad,Diesel,Sedan,Second Owner,120000.0,Turbocharged Diesel Engin
Manual,Tata Tiago,2021.0,Hyderabad,Petrol,Hatchback,First Owner,62832.0,1.2 L Revotron
Manual,Hyundai i20,2016.0,Hyderabad,Petrol,Hatchback,Second Owner,61155.0,Kappa VTVT Petrol Engine
Automatic,BMW 1 Series,2014.0,Hyderabad,Diesel,Hatchback,First Owner,75000.0,Diesel Engine
Manual,Maruti Swift,2021.0,Hyderabad,Petrol,Hatchback,Second Owner,12045.0,K Series Dual jet
Manual,Maruti Ciaz,2020.0,Hyderabad,Petrol,Sedan,First Owner,60700.0,K15 Smart Hybrid Petrol Engine
Automatic,Mercedes-Benz C-Class,2013.0,Hyderabad,Diesel,Sedan,First Owner,85000.0,In-Line Engine
Automatic,Honda City,2020.0,Hyderabad,Petrol,Sedan,First Owner,44276.0,In-Line Engine
Automatic,Audi A4,2015.0,Hyderabad,Diesel,Sedan,First Owner,99000.0,TDI Diesel Engine
Automatic,Audi A6,2015.0,Hyderabad,Diesel,Sedan,First Owner,78000.0,TDI Diesel Engine 
Automatic,Jaguar XF,2013.0,Hyderabad,Diesel,Sedan,Second Owner,70000.0,Diesel Engine 
Automatic,Jaguar XF,2013.0,Hyderabad,Diesel,Sedan,First Owner,70000.0,Diesel Engine 
Automatic,Jaguar XF,2013.0,Hyderabad,Diesel,Sedan,First Owner,70000.0,Diesel Engine 
Manual,Maruti Alto 800,2021.0,Hyderabad,Petrol,Hatchback,First Owner,22264.0,F8D Petrol Engine
Manual,Maruti Ignis,2018.0,Hyderabad,Petrol,Hatchback,First Owner,103763.0,1.2-Litre VVT Petrol Engine
Automatic,Volvo XC60,2012.0,Hyderabad,Diesel,SUV,First Owner,109000.0,Five Cylinder Turbo Charg
Manual,Hyundai i10,2012.0,Hyderabad,Petrol,Hatchback,Second Owner,49043.0,Kappa Petrol Engine
Automatic,Maruti Celerio,2017.0,Hyderabad,Petrol,Hatchback,Second Owner,70666.0,K10B Engine
Automatic,Land Rover Range Rover Sport,2011.0,Hyderabad,Diesel,SUV,First Owner,128000.0,V-Type Engine
Automatic,Maruti Swift Dzire,2018.0,Hyderabad,Diesel,Sedan,First Owner,65815.0,DDiS Diesel Engine
Manual,Maruti Alto,2010.0,Hyderabad,Petrol,Hatchback,First Owner,79000.0,In-Line Engine
Automatic,Maruti Baleno,2020.0,Hyderabad,Petrol,Hatchback,First Owner,48580.0,VVT Petrol Engine
Manual,Hyundai i20,2018.0,Hyderabad,Petrol,Hatchback,First Owner,44646.0,Kappa VTVT Petrol Engine
Manual,Maruti Wagon R,2008.0,Hyderabad,Petrol,Hatchback,First Owner,71963.0,K10B Petrol Engine
Manual,Hyundai Grand i10,2017.0,Hyderabad,Petrol,Hatchback,Second Owner,26678.0,Kappa VTVT Petrol Engine
Manual,Honda City,2015.0,Hyderabad,Diesel,Sedan,First Owner,152000.0,i DTEC Diesel Engine 
Automatic,Ford Endeavour,2016.0,Hyderabad,Diesel,SUV,First Owner,101000.0,Diesel Engine
Manual,Chevrolet Beat,2012.0,Hyderabad,Diesel,Hatchback,First Owner,41000.0,Smartech Engine
Manual,Toyota Fortuner,2018.0,Hyderabad,Diesel,SUV,First Owner,109000.0,1-GD FTV Engine
Manual,Skoda Rapid,2017.0,Hyderabad,Diesel,Sedan,First Owner,83000.0,Diesel Engine
Manual,Maruti Ritz,2012.0,Hyderabad,Diesel,Hatchback,First Owner,80000.0,DDiS Diesel Engine 
Manual,Maruti Swift,2011.0,Hyderabad,Diesel,Hatchback,Third Owner,94514.0,DDiS Diesel Engine
Manual,Maruti Swift Dzire,2015.0,Hyderabad,Petrol,Sedan,First Owner,67037.0,
Manual,Mahindra Scorpio,2004.0,Hyderabad,Diesel,SUV,First Owner,120000.0,In-Line Engine
Manual,Toyota Glanza,2019.0,Hyderabad,Petrol,Hatchback,Second Owner,35540.0,1.2 L Petrol Engine
Manual,Renault Captur,2019.0,Hyderabad,Diesel,SUV,First Owner,47627.0,K9K dCi Diesel Engine
Automatic,Toyota Corolla Altis,2009.0,Hyderabad,Petrol,Sedan,First Owner,98000.0,DOHC Dual VVT-i Petrol En
Manual,Hyundai i20,2018.0,Hyderabad,Petrol,Hatchback,First Owner,55943.0,Kappa VTVT Petrol Engine
Automatic,Hyundai Creta,2018.0,Hyderabad,Diesel,SUV,First Owner,71000.0,U2 CRDI VGT Engine
Automatic,Maruti Celerio,2018.0,Hyderabad,Petrol,Hatchback,First Owner,117924.0,K10B Engine
Manual,Maruti Wagon R,2013.0,Hyderabad,Petrol,Hatchback,First Owner,92195.0,K Series Petrol Engine
Automatic,Hyundai Sonata,2003.0,Hyderabad,Petrol,Sedan,Third Owner,40000.0,In-Line Engine
Automatic,Maruti Swift,2018.0,Hyderabad,Petrol,Hatchback,First Owner,49009.0,K Series Dual jet
Automatic,Kia Sonet,2020.0,Hyderabad,Petrol,SUV,First Owner,31650.0,Smartstream G1.0 T-GDi
Manual,Kia Carens,2022.0,Hyderabad,Petrol,MUV,First Owner,20000.0,Smartstream G1.4 T-GDi
Manual,Hyundai i10,2009.0,Hyderabad,Petrol,Hatchback,First Owner,70000.0,Kappa Petrol Engine
Automatic,Hyundai Verna,2018.0,Hyderabad,Diesel,Sedan,First Owner,39000.0,U2 VGT Diesel Engine
Automatic,Mahindra XUV300,2022.0,Hyderabad,Petrol,SUV,First Owner,10000.0,1.2L Petrol
Automatic,Hyundai Creta,2018.0,Hyderabad,Diesel,SUV,First Owner,93615.0,U2 CRDI VGT Engine
Manual,Toyota Innova Crysta,2022.0,Hyderabad,Petrol,MUV,First Owner,6400.0,2.7 L Dual VVT
Manual,Maruti Ciaz,2022.0,Hyderabad,Petrol,Sedan,Second Owner,16727.0,K15 Smart Hybrid Petrol Engine
Manual,Hyundai Creta,2019.0,Hyderabad,Petrol,SUV,Third Owner,63334.0,VTVT Petrol Engine
Manual,Nissan Magnite,2021.0,Hyderabad,Petrol,SUV,First Owner,14000.0,HRA0 1.0 TURBO PETROL
Manual,Maruti Ignis,2018.0,Hyderabad,Petrol,Hatchback,First Owner,96540.0,1.2-Litre VVT Petrol Engine
Automatic,Toyota Yaris,2018.0,Hyderabad,Petrol,Sedan,First Owner,92585.0,1.5 Dual VVT-i Engine
Manual,Ford Ecosport,2014.0,Hyderabad,Petrol,SUV,First Owner,53861.0,Ti-VCT Petrol Engine
Manual,Maruti Wagon R,2012.0,Hyderabad,Petrol,Hatchback,Second Owner,65761.0,K Series Petrol Engine
Manual,Volkswagen Vento,2015.0,Hyderabad,Diesel,Sedan,Second Owner,67000.0,TDI Diesel Engine
Manual,Jeep Compass,2018.0,Hyderabad,Diesel,SUV,Second Owner,122100.0,2.0-Litre 4-Cyl Multijet II Engine
Automatic,Maruti Swift Dzire,2017.0,Hyderabad,Diesel,Sedan,First Owner,53873.0,DDiS Diesel Engine
Manual,Maruti Vitara Brezza,2019.0,Hyderabad,Diesel,SUV,First Owner,60000.0,DDiS 200 Diesel Engine
Manual,Maruti Swift,2013.0,Hyderabad,Diesel,Hatchback,Second Owner,89197.0,DDiS Diesel Engine
Manual,Datsun RediGO,2020.0,Hyderabad,Petrol,Hatchback,First Owner,30000.0,0.8L Petrol Engine
Manual,Hyundai i20,2018.0,Hyderabad,Petrol,Hatchback,First Owner,70000.0,Kappa VTVT Petrol Engine
Automatic,Maruti Baleno,2021.0,Hyderabad,Petrol,Hatchback,First Owner,28700.0,1.2L VVT Engine
Automatic,Volkswagen Virtus,2022.0,Hyderabad,Petrol,Sedan,Second Owner,20000.0,1.0L TSI
Manual,Hyundai i10,2012.0,Hyderabad,Petrol,Hatchback,First Owner,91629.0,DOHC Kappa2 Engine
Manual,Ford Freestyle,2021.0,Hyderabad,Diesel,Hatchback,First Owner,30000.0,1.5 litre Diesel Engine
Manual,Maruti Baleno,2022.0,Hyderabad,Petrol,Hatchback,First Owner,7058.0,1.2L VVT Engine
Automatic,Maruti Swift Dzire,2017.0,Hyderabad,Diesel,Sedan,First Owner,86500.0,DDiS Diesel Engine
Manual,Honda Amaze,2015.0,Hyderabad,Petrol,Sedan,Second Owner,76438.0,i-VTEC Petrol Engine
Manual,Hyundai Creta,2017.0,Hyderabad,Petrol,SUV,Second Owner,24489.0,VTVT Petrol Engine
Automatic,Maruti Swift,2022.0,Hyderabad,Petrol,Hatchback,First Owner,20000.0,K Series Dual jet
Manual,Hyundai Verna,2017.0,Hyderabad,Diesel,Sedan,First Owner,110600.0,U2 VGT Diesel Engine 
Manual,Maruti Baleno,2019.0,Hyderabad,Petrol,Hatchback,Second Owner,63840.0,VVT Petrol Engine
Manual,Hyundai i10,2009.0,Hyderabad,Petrol,Hatchback,First Owner,74000.0,Kappa Petrol Engine
Manual,Tata Tiago,2021.0,Hyderabad,Petrol,Hatchback,First Owner,21314.0,1.2 L Revotron
Automatic,Hyundai Verna,2017.0,Hyderabad,Diesel,Sedan,First Owner,40007.0,U2 VGT Diesel Engine
Manual,Maruti Swift Dzire,2015.0,Hyderabad,Diesel,Sedan,Second Owner,89997.0,DDiS Diesel Engine
Manual,Honda Brio,2014.0,Hyderabad,Petrol,Hatchback,First Owner,64736.0,i-VTEC Engine
Automatic,Audi Q3,2013.0,Hyderabad,Diesel,SUV,First Owner,105000.0,TDI Diesel Engine
Manual,Maruti SX4 S Cross,2020.0,Hyderabad,Petrol,SUV,First Owner,40687.0,K15B Smart Hybrid
Automatic,Ford Fiesta,2012.0,Hyderabad,Petrol,Sedan,Second Owner,33000.0,Ti-VCT Petrol Engine
Automatic,Maruti Celerio,2016.0,Hyderabad,Petrol,Hatchback,First Owner,57000.0,K10B Engine
Manual,Toyota Innova,2006.0,Hyderabad,Diesel,MUV,Second Owner,120000.0,In-Line Engine
Manual,Kia Seltos,2019.0,Hyderabad,Diesel,SUV,First Owner,88000.0,1.5 L CRDi VGT
Manual,Hyundai i10,2009.0,Hyderabad,Petrol,Hatchback,Third Owner,80000.0,DOHC Engine
Manual,Hyundai Venue,2020.0,Hyderabad,Petrol,SUV,First Owner,49500.0,Kappa 1.0 L Turbo GDi Petrol
Manual,Renault KWID,2020.0,Hyderabad,Petrol,Hatchback,First Owner,15985.0,1.0 SCe
Manual,Honda City,2015.0,Hyderabad,Petrol,Sedan,Second Owner,85871.0,i VTEC Engine
Manual,Hyundai i10,2012.0,Hyderabad,Petrol,Hatchback,First Owner,73665.0,DOHC Kappa2 Engine
Automatic,Land Rover Range Rover,2020.0,Hyderabad,Petrol,SUV,First Owner,31614.0,3.0 litre Petrol Engine
Manual,Tata Tigor,2021.0,Hyderabad,Petrol,Sedan,First Owner,70380.0,1.2L Revotron Engine
Manual,Hyundai i20,2016.0,Hyderabad,Petrol,Hatchback,First Owner,73202.0,Kappa VTVT Petrol Engine
Automatic,Honda Amaze,2016.0,Hyderabad,Petrol,Sedan,First Owner,80000.0,i-VTEC Petrol Engine
Manual,Maruti Swift,2017.0,Hyderabad,Diesel,Hatchback,First Owner,58006.0,DDiS Diesel Engine
Automatic,Maruti Swift,2019.0,Hyderabad,Petrol,Hatchback,First Owner,64000.0,VTVT Engine
Manual,Honda Brio,2014.0,Hyderabad,Petrol,Hatchback,Second Owner,50670.0,i-VTEC Engine
Automatic,Hyundai Santro,2020.0,Hyderabad,Petrol,Hatchback,Second Owner,41058.0,1.1 L Petrol
Manual,Renault Duster,2013.0,Hyderabad,Diesel,SUV,First Owner,120000.0,dCi Diesel Engine 
Manual,Maruti Wagon R Stingray,2014.0,Hyderabad,Petrol,Hatchback,Second Owner,56367.0,K 10B Petrol Engine
Manual,Hyundai Venue,2019.0,Hyderabad,Petrol,SUV,First Owner,41000.0,Kappa 1.0 L Turbo GDi Petrol
Manual,Hyundai i20,2019.0,Hyderabad,Petrol,Hatchback,First Owner,40000.0,Kappa VTVT Petrol Engine
Automatic,Hyundai Grand i10,2016.0,Hyderabad,Petrol,Hatchback,First Owner,16000.0, Kappa VTVT Petrol Engine
Automatic,Maruti Celerio,2016.0,Hyderabad,Petrol,Hatchback,First Owner,69900.0,K10B Engine
Manual,Honda City,2016.0,Hyderabad,Petrol,Sedan,First Owner,120000.0,i VTEC Engine
Manual,Tata Tiago,2016.0,Hyderabad,Petrol,Hatchback,First Owner,95000.0,Revotron Engine
Automatic,Audi A3,2018.0,Hyderabad,Diesel,Sedan,First Owner,35000.0,TDI Diesel Engine
Automatic,Honda City,2014.0,Hyderabad,Petrol,Sedan,First Owner,66000.0,i VTEC Engine
Manual,Maruti Ciaz,2016.0,Hyderabad,Diesel,Sedan,First Owner,67905.0,DDIS 200 Engine
Manual,Hyundai Santro,2019.0,Hyderabad,Petrol,Hatchback,First Owner,19348.0,1.1 litre Petrol Engine
Manual,Honda Amaze,2017.0,Hyderabad,Petrol,Sedan,First Owner,35000.0,i-VTEC Petrol Engine
Manual,Hyundai Verna,2017.0,Hyderabad,Petrol,Sedan,First Owner,30811.0,VTVT Petrol Engine
Manual,Maruti Celerio X,2019.0,Hyderabad,Petrol,Hatchback,Second Owner,73227.0,K10B Petrol Engine
Manual,Tata Manza,2010.0,Hyderabad,Diesel,Sedan,Second Owner,80000.0,Diesel Engine
Manual,Honda Brio,2012.0,Hyderabad,Petrol,Hatchback,First Owner,90184.0,i-VTEC Engine
Manual,Maruti SX4 S Cross,2021.0,Hyderabad,Petrol,SUV,First Owner,30000.0,K15B Smart Hybrid
Manual,Hyundai Verna,2016.0,Hyderabad,Petrol,Sedan,First Owner,66039.0,VTVT Petrol Engine
Manual,Hyundai Xcent,2017.0,Hyderabad,Diesel,Sedan,Second Owner,120000.0,U2 CRDI Diesel Engine
Manual,Honda City,2013.0,Hyderabad,Petrol,Sedan,Second Owner,89205.0,SOHC i-VTEC
Manual,Hyundai Venue,2020.0,Hyderabad,Petrol,SUV,First Owner,50000.0,Kappa 1.0 L Turbo GDi Petrol
Automatic,Maruti Baleno,2018.0,Hyderabad,Petrol,Hatchback,First Owner,80000.0,VVT Petrol Engine
Manual,MG Hector,2020.0,Hyderabad,Diesel,SUV,First Owner,29000.0,
Automatic,BMW X1,2012.0,Hyderabad,Diesel,SUV,First Owner,90000.0,sDrive20d Diesel Engine
Manual,Tata Manza,2011.0,Hyderabad,Diesel,Sedan,First Owner,120000.0,"4 Cylinder, Common Rail, "
Manual,Fiat Avventura,2015.0,Hyderabad,Diesel,Hatchback,Second Owner,100000.0,MULTIJET Engine
Automatic,Maruti Baleno,2017.0,Hyderabad,Petrol,Hatchback,First Owner,56962.0,VVT Petrol Engine
Automatic,Skoda Rapid,2015.0,Hyderabad,Diesel,Sedan,First Owner,90000.0,Diesel Engine
Manual,Volkswagen Polo,2018.0,Hyderabad,Petrol,Hatchback,First Owner,101739.0,1.0L MPI Petrol
Manual,Tata Tiago,2019.0,Hyderabad,Petrol,Hatchback,First Owner,69049.0,Revotron Engine
Manual,Maruti Vitara Brezza,2018.0,Hyderabad,Diesel,SUV,First Owner,110000.0,DDiS 200 Diesel Engine
Manual,Honda Amaze,2017.0,Hyderabad,Petrol,Sedan,First Owner,56242.0,i-VTEC Petrol Engine
Manual,Mahindra XUV500,2018.0,Hyderabad,Diesel,SUV,First Owner,124281.0,mHawk Diesel Engine
Manual,Hyundai Venue,2019.0,Hyderabad,Petrol,SUV,First Owner,38000.0,Kappa 1.0 L Turbo GDi Petrol
Manual,Mahindra Scorpio,2018.0,Hyderabad,Diesel,SUV,First Owner,84249.0,mHawk Diesel Engine
Automatic,BMW 3 Series,2018.0,Hyderabad,Diesel,Sedan,First Owner,45000.0,Diesel Engine
Manual,Maruti Swift Dzire,2013.0,Hyderabad,Petrol,Sedan,Second Owner,122117.0,
Manual,Ford Ecosport,2019.0,Hyderabad,Diesel,SUV,First Owner,108632.0,TDCi Diesel Engine
Automatic,BMW 5 Series,2017.0,Hyderabad,Diesel,Sedan,First Owner,10700.0,Diesel Engine
Manual,Ford Ecosport,2017.0,Hyderabad,Diesel,SUV,First Owner,116988.0,TDCi Diesel Engine
Automatic,Honda City,2014.0,Hyderabad,Petrol,Sedan,First Owner,60000.0,i VTEC Engine
Manual,Honda Amaze,2018.0,Hyderabad,Diesel,Sedan,First Owner,120000.0,i-DTEC Diesel Engine
Manual,Hyundai Creta,2016.0,Hyderabad,Diesel,SUV,First Owner,92000.0,U2 CRDI VGT Engine
Manual,Mahindra Marazzo,2019.0,Hyderabad,Diesel,MUV,First Owner,80000.0,D15 1.5 Liter Diesel Engine
