transmission,model,Year of Manufacture,City,Fuel Type,bt,Ownership,Kms Driven,Engine Type
Manual,Hyundai Grand i10,2018.0,Kolkata,Petrol,Hatchback,First Owner,37001.0,Kappa VTVT Petrol Engine
Manual,Maruti Swift,2013.0,Kolkata,Petrol,Hatchback,First Owner,39000.0,K Series Petrol Engine
Automatic,Honda City,2020.0,Kolkata,Petrol,Sedan,First Owner,20000.0,i VTEC Engine
Manual,Hyundai Xcent,2015.0,Kolkata,Diesel,Sedan,Third Owner,103033.0,U2 CRDI Diesel Engine
Manual,Hyundai Grand i10,2017.0,Kolkata,Petrol,Hatchback,First Owner,25968.0,Kappa VTVT Petrol Engine
Manual,Maruti Wagon R,2004.0,Kolkata,Petrol,Hatchback,Second Owner,150000.0,K Series Petrol Engine
Manual,Maruti Wagon R,2020.0,Kolkata,Petrol,Hatchback,First Owner,11798.0,K12M Petrol Engine
Manual,Volkswagen Ameo,2017.0,Kolkata,Petrol,Sedan,First Owner,65814.0,MPI Petrol Engine
Manual,Kia Seltos,2021.0,Kolkata,Petrol,SUV,First Owner,69007.0,SMARTSTREAM G1.5
Manual,Maruti Swift,2012.0,Kolkata,Diesel,Hatchback,First Owner,71420.0,DDiS Diesel Engine
Manual,Hyundai Grand i10 Nios,2021.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,1.2 Kappa petrol
Manual,Datsun RediGO,2020.0,Kolkata,Petrol,Hatchback,First Owner,9817.0,0.8L Petrol Engine
Manual,Maruti Celerio,2018.0,Kolkata,Petrol,Hatchback,Second Owner,124206.0,K10C
Manual,Maruti Zen,2002.0,Kolkata,Petrol,Hatchback,Second Owner,50000.0,In-Line Engine
Manual,Maruti Wagon R,2009.0,Kolkata,Petrol,Hatchback,Second Owner,50000.0,FC Petrol Engine
Automatic,Renault Kiger,2023.0,Kolkata,Petrol,SUV,First Owner,1062.0,1.0L energy
Manual,Hyundai Grand i10,2018.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,Kappa VTVT Petrol Engine
Manual,Toyota Innova Crysta,2019.0,Kolkata,Diesel,MUV,First Owner,10000.0,2-GD FTV Engine
Manual,Hyundai Grand i10,2015.0,Kolkata,Petrol,Hatchback,First Owner,20000.0,Kappa VTVT Petrol Engine
Manual,Honda City,2015.0,Kolkata,Diesel,Sedan,First Owner,68000.0,i DTEC Diesel Engine 
Manual,Volkswagen Polo,2016.0,Kolkata,Petrol,Hatchback,First Owner,65000.0,MPI Petrol Engine
Manual,Maruti Swift,2016.0,Kolkata,Petrol,Hatchback,Second Owner,30000.0,K Series VVT Engine
Manual,Hyundai EON,2016.0,Kolkata,Petrol,Hatchback,Second Owner,60000.0,Petrol Engine
Automatic,Maruti Swift Dzire,2017.0,Kolkata,Petrol,Sedan,Second Owner,45699.0,K Series VVT Engine
Manual,Hyundai i10,2011.0,Kolkata,Petrol,Hatchback,First Owner,81575.0,DOHC Kappa2 Engine
Automatic,Honda City,2017.0,Kolkata,Petrol,Sedan,First Owner,42000.0,i VTEC Engine
Manual,Hyundai Verna,2018.0,Kolkata,Petrol,Sedan,First Owner,32092.0,Kappa Dual VTVT Petrol Engine
Manual,Hyundai Santro Xing,2010.0,Kolkata,Petrol,Hatchback,Third Owner,65916.0,In-Line Engine
Automatic,Mercedes-Benz C-Class,2019.0,Kolkata,Diesel,Sedan,First Owner,30000.0,In-Line Engine
Manual,MG Hector,2023.0,Kolkata,Diesel,SUV,First Owner,8559.0,2.0 L Turbocharged Diesel
Manual,Maruti Ertiga,2017.0,Kolkata,Diesel,MUV,First Owner,50000.0,D13A SHVS Engine
Manual,Tata Punch,2022.0,Kolkata,Petrol,SUV,First Owner,9169.0,1.2 l Revotron Engine
Manual,Maruti Swift Dzire,2018.0,Kolkata,Petrol,Sedan,First Owner,45275.0,K Series VVT Engine
Manual,Hyundai Santro Xing,2010.0,Kolkata,Petrol,Hatchback,Second Owner,70000.0,In-Line Engine
Manual,Maruti Wagon R,2011.0,Kolkata,Petrol,Hatchback,Fourth Owner,90000.0,K Series Petrol Engine
Manual,Maruti Alto 800,2015.0,Kolkata,Petrol,Hatchback,Second Owner,70000.0,F8D Petrol Engine
Automatic,BMW 3 Series GT,2017.0,Kolkata,Diesel,Sedan,First Owner,50000.0,TwinPower Turbo 4-Cylinder Diesel Engine
Manual,Maruti Alto 800,2019.0,Kolkata,Petrol,Hatchback,First Owner,30000.0,F8D Petrol Engine
Automatic,Honda City,2021.0,Kolkata,Petrol,Sedan,First Owner,10000.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Ford Ecosport,2017.0,Kolkata,Diesel,SUV,Second Owner,80000.0,TDCi Diesel Engine
Manual,Hyundai i10,2012.0,Kolkata,Petrol,Hatchback,First Owner,40000.0,DOHC Kappa2 Engine
Manual,Hyundai Grand i10,2017.0,Kolkata,Petrol,Hatchback,First Owner,30000.0,Kappa VTVT Petrol Engine
Manual,Tata Indigo,2009.0,Kolkata,Diesel,Sedan,First Owner,80000.0,TDi Diesel Engine 
Manual,Hyundai i20,2019.0,Kolkata,Petrol,Hatchback,Second Owner,65180.0,Kappa VTVT Petrol Engine
Manual,Hyundai Grand i10,2015.0,Kolkata,Petrol,Hatchback,First Owner,110190.0, Kappa VTVT Petrol Engine
Manual,Maruti Alto 800,2019.0,Kolkata,Petrol,Hatchback,Second Owner,50000.0,F8D Petrol Engine
Manual,Maruti Ritz,2014.0,Kolkata,Petrol,Hatchback,Second Owner,45550.0,K Series Petrol Engine
Manual,Maruti Swift,2021.0,Kolkata,Petrol,Hatchback,First Owner,14756.0,K Series Dual jet
Manual,Maruti Alto K10,2017.0,Kolkata,Petrol,Hatchback,Second Owner,30000.0,K Series Petrol Engine
Manual,Hyundai Grand i10,2015.0,Kolkata,Petrol,Hatchback,First Owner,63179.0,Kappa VTVT Petrol Engine
Automatic,BMW 5 Series,2017.0,Kolkata,Diesel,Sedan,First Owner,32344.0,TwinPower Turbo Inline 4 Cylinder Engine
Manual,Volkswagen Polo,2019.0,Kolkata,Petrol,Hatchback,First Owner,17436.0,1.0L MPI Petrol
Manual,Maruti Ciaz,2018.0,Kolkata,Petrol,Sedan,First Owner,52130.0,k15B VVT Engine
Manual,Maruti Alto 800,2018.0,Kolkata,Petrol,Hatchback,First Owner,60000.0,F8D Petrol Engine
Manual,Ford Fiesta,2014.0,Kolkata,Diesel,Sedan,First Owner,46315.0,TDCi Diesel Engine
Manual,Hyundai Xcent,2015.0,Kolkata,Petrol,Sedan,First Owner,65000.0,Kappa VTVT Petrol Engine
Manual,Hyundai Grand i10,2014.0,Kolkata,Diesel,Hatchback,First Owner,90000.0,U2 CRDi  Diesel Engine
Manual,Honda City,2017.0,Kolkata,Petrol,Sedan,First Owner,32395.0,i VTEC Engine
Manual,Mahindra XUV500,2016.0,Kolkata,Diesel,SUV,First Owner,89331.0,mHawk Diesel Engine
Automatic,Honda City,2020.0,Kolkata,Petrol,Sedan,First Owner,10000.0,i VTEC Engine
Manual,Mahindra KUV 100,2016.0,Kolkata,Petrol,SUV,First Owner,20000.0,mFALCON G80 Engine
Manual,Datsun RediGO,2020.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,1.0 L Petrol Engine
Manual,Hyundai Venue,2019.0,Kolkata,Diesel,SUV,First Owner,36374.0,
Manual,Nissan Magnite,2021.0,Kolkata,Petrol,SUV,First Owner,20801.0,HRA0 1.0 TURBO PETROL
Manual,Hyundai i20,2019.0,Kolkata,Petrol,Hatchback,First Owner,43214.0,Kappa VTVT Petrol Engine
Manual,Jeep Compass,2021.0,Kolkata,Diesel,SUV,First Owner,20000.0,2.0L Multijet Diesel
Manual,Mahindra XUV500,2021.0,Kolkata,Diesel,SUV,First Owner,31584.0,mHawk155 Diesel Engine
Manual,Hyundai Creta,2016.0,Kolkata,Diesel,SUV,First Owner,88755.0,U2 CRDI Engine
Automatic,Maruti Ertiga,2018.0,Kolkata,Petrol,MUV,First Owner,50000.0,K14B Petrol Engine
Automatic,Renault KWID,2020.0,Kolkata,Petrol,Hatchback,First Owner,7277.0,Petrol Engine
Manual,Honda City,2014.0,Kolkata,Diesel,Sedan,First Owner,44200.0,i DTEC Diesel Engine 
Manual,Honda Brio,2014.0,Kolkata,Petrol,Hatchback,Third Owner,36920.0,i-VTEC Engine
Manual,Maruti Swift,2021.0,Kolkata,Petrol,Hatchback,First Owner,14567.0,K Series Dual jet
Automatic,BMW 5 Series,2019.0,Kolkata,Diesel,Sedan,First Owner,19858.0,Diesel Engine
Manual,Mahindra KUV 100 NXT,2018.0,Kolkata,Diesel,Hatchback,First Owner,40000.0,mFALCON D75 Engine
Manual,Maruti Wagon R,2012.0,Kolkata,Petrol,Hatchback,Second Owner,30000.0,K Series Petrol Engine
Manual,Hyundai Verna,2018.0,Kolkata,Petrol,Sedan,First Owner,50000.0,VTVT Petrol Engine
Manual,Maruti Celerio X,2018.0,Kolkata,Petrol,Hatchback,First Owner,19000.0,K10B Petrol Engine
Automatic,Audi Q5,2014.0,Kolkata,Diesel,SUV,Second Owner,86331.0,InLine 4-cylinder Engine
Automatic,Land Rover Range Rover Evoque,2021.0,Kolkata,Diesel,SUV,First Owner,15215.0,Diesel engine
Automatic,BMW 5 Series,2022.0,Kolkata,Diesel,Sedan,Second Owner,5700.0,
Automatic,Mahindra XUV700,2022.0,Kolkata,Petrol,SUV,First Owner,22887.0,2.0L Turbo Petrol
Manual,Tata Tiago,2022.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,1.2 L Revotron
Manual,Tata Nexon,2021.0,Kolkata,Petrol,SUV,First Owner,4603.0,1.2l Turbocharged Revotron Engine
Manual,Maruti Celerio,2022.0,Kolkata,Petrol,Hatchback,First Owner,7291.0,K10C
Manual,Hyundai Grand i10 Nios,2022.0,Kolkata,Petrol,Hatchback,First Owner,2179.0,1.2 Kappa petrol
Manual,Hyundai Grand i10,2017.0,Kolkata,Petrol,Hatchback,First Owner,26226.0,Kappa VTVT Petrol Engine
Manual,Volkswagen Polo,2016.0,Kolkata,Diesel,Hatchback,First Owner,35000.0,TDI Diesel Engine
Manual,Hyundai EON,2014.0,Kolkata,Petrol,Hatchback,Third Owner,24622.0,Petrol Engine
Manual,Mahindra Renault Logan,2009.0,Kolkata,Diesel,Sedan,First Owner,60000.0,In-Line Engine
Manual,Hyundai i10,2011.0,Kolkata,Petrol,Hatchback,First Owner,37647.0,DOHC Kappa2 Engine
Manual,Renault Duster,2014.0,Kolkata,Diesel,SUV,First Owner,57321.0,dCi Diesel Engine 
Automatic,Tata Hexa,2017.0,Kolkata,Diesel,MUV,First Owner,67020.0,2.2 LTR. VARICOR 400
Automatic,Renault Kiger,2022.0,Kolkata,Petrol,SUV,First Owner,20000.0,1.0L Turbo
Manual,Hyundai Creta,2015.0,Kolkata,Diesel,SUV,First Owner,65000.0,U2 CRDI VGT Engine
Manual,Hyundai Creta,2015.0,Kolkata,Petrol,SUV,First Owner,60000.0,VTVT Petrol Engine
Manual,Hyundai EON,2014.0,Kolkata,Petrol,Hatchback,First Owner,30000.0,Petrol Engine
Manual,Maruti Alto 800,2014.0,Kolkata,Petrol,Hatchback,First Owner,70000.0,F8D Petrol Engine
Manual,Ford Figo,2010.0,Kolkata,Petrol,Hatchback,First Owner,50000.0,Petrol Engine
Manual,Honda Mobilio,2016.0,Kolkata,Petrol,MUV,First Owner,24000.0,i-VTEC Engine
Manual,Hyundai i10,2010.0,Kolkata,Petrol,Hatchback,Second Owner,50000.0,Kappa Petrol Engine
Manual,Honda WR-V,2017.0,Kolkata,Petrol,SUV,First Owner,40000.0,i-VTEC Petrol Engine
Manual,Hyundai Creta,2016.0,Kolkata,Petrol,SUV,First Owner,71521.0,VTVT Petrol Engine
Manual,Tata Altroz,2020.0,Kolkata,Petrol,Hatchback,First Owner,42267.0,1.2 l Revotron
Manual,Maruti Swift,2010.0,Kolkata,Petrol,Hatchback,Fourth Owner,80000.0,In-Line Engine
Automatic,Maruti Ciaz,2018.0,Kolkata,Petrol,Sedan,First Owner,57986.0,k14B VVT Engine
Automatic,Tata Tiago NRG,2022.0,Kolkata,Petrol,Hatchback,First Owner,17252.0,Revotron 1.2 l
Manual,Maruti Zen Estilo,2010.0,Kolkata,Petrol,Hatchback,Second Owner,70000.0,K Series Petrol Engine
Manual,Mahindra XUV500,2017.0,Kolkata,Diesel,SUV,First Owner,20817.0,mHawk Diesel Engine
Automatic,Jeep Compass,2022.0,Kolkata,Petrol,SUV,First Owner,10000.0,1.4L MultiAir Petrol
Manual,Maruti Swift Dzire,2010.0,Kolkata,Petrol,Sedan,First Owner,39579.0,
Manual,Hyundai EON,2014.0,Kolkata,Petrol,Hatchback,Third Owner,21477.0,Petrol Engine
Automatic,Mercedes-Benz CLA,2017.0,Kolkata,Diesel,Sedan,First Owner,36899.0,In Line Diesel Engine
Manual,Maruti Ertiga,2016.0,Kolkata,Diesel,MUV,First Owner,55000.0,D13A SHVS Engine
Manual,Hyundai Grand i10 Nios,2021.0,Kolkata,Petrol,Hatchback,First Owner,9000.0,1.0 Turbo GDi petrol
Manual,Ford Figo,2010.0,Kolkata,Petrol,Hatchback,First Owner,40000.0,Petrol Engine
Manual,Hyundai Verna,2019.0,Kolkata,Petrol,Sedan,First Owner,20000.0,VTVT Petrol Engine
Manual,Mahindra Scorpio,2016.0,Kolkata,Diesel,SUV,Second Owner,120000.0,mHawk Diesel  Engine
Manual,Maruti Alto K10,2017.0,Kolkata,Petrol,Hatchback,Second Owner,30000.0,K Series Petrol Engine
Automatic,Tata Nexon,2021.0,Kolkata,Petrol,SUV,First Owner,60000.0,1.2l Turbocharged Revotron Engine
Manual,Jeep Compass,2021.0,Kolkata,Diesel,SUV,First Owner,10000.0,2.0L Multijet Diesel
Manual,Jeep Compass,2017.0,Kolkata,Diesel,SUV,First Owner,55330.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Maruti Swift Dzire,2015.0,Kolkata,Petrol,Sedan,First Owner,32152.0,
Manual,Hyundai Grand i10,2014.0,Kolkata,Petrol,Hatchback,Second Owner,66906.0, Kappa VTVT Petrol Engine
Manual,Hyundai Creta,2016.0,Kolkata,Diesel,SUV,First Owner,56000.0,U2 CRDI VGT Engine
Manual,Volkswagen Polo,2020.0,Kolkata,Petrol,Hatchback,First Owner,23055.0,1.0L TSI Petrol
Manual,Renault Captur,2018.0,Kolkata,Diesel,SUV,First Owner,68132.0,K9K dCi Diesel Engine
Manual,Tata Indica,2011.0,Kolkata,Diesel,Hatchback,Second Owner,60000.0,In-Line Engine
Manual,Maruti Swift Dzire,2014.0,Kolkata,Petrol,Sedan,First Owner,76932.0,
Automatic,MG Hector,2020.0,Kolkata,Petrol,SUV,First Owner,60000.0,
Automatic,Maruti Vitara Brezza,2019.0,Kolkata,Diesel,SUV,First Owner,89912.0,DDiS 200 Diesel Engine
Manual,Honda City,2014.0,Kolkata,Diesel,Sedan,First Owner,102813.0,i DTEC Diesel Engine 
Manual,Honda City,2015.0,Kolkata,Diesel,Sedan,First Owner,55155.0,i DTEC Diesel Engine 
Manual,Mahindra KUV 100,2016.0,Kolkata,Petrol,SUV,First Owner,20000.0,mFALCON G80 Engine
Manual,Hyundai Grand i10,2018.0,Kolkata,Petrol,Hatchback,First Owner,70000.0,Kappa VTVT Petrol Engine
Automatic,Toyota Fortuner,2018.0,Kolkata,Diesel,SUV,Second Owner,123153.0,1-GD FTV Engine
Manual,Hyundai i10,2013.0,Kolkata,Petrol,Hatchback,Second Owner,40000.0,DOHC Kappa2 Engine
Manual,Jeep Compass,2021.0,Kolkata,Diesel,SUV,First Owner,10830.0,2.0L Multijet Diesel
Manual,Hyundai Verna,2018.0,Kolkata,Petrol,Sedan,First Owner,50000.0,VTVT Petrol Engine
Automatic,Audi A4,2017.0,Kolkata,Diesel,Sedan,Second Owner,64846.0,TDI Diesel Engine
Automatic,Audi A6,2018.0,Kolkata,Diesel,Sedan,First Owner,49100.0,In Line Diesel Engine
Automatic,Mercedes-Benz GL-Class,2014.0,Kolkata,Diesel,SUV,First Owner,90089.0,V-Type Diesel Engine
Manual,Honda City,2014.0,Kolkata,Petrol,Sedan,First Owner,63950.0,i VTEC Engine
Automatic,Honda City,2018.0,Kolkata,Petrol,Sedan,Second Owner,22990.0,i VTEC Engine
Automatic,Mercedes-Benz E-Class,2016.0,Kolkata,Diesel,Sedan,Second Owner,15077.0,V Type Diesel Engine
Manual,Maruti Swift Dzire,2014.0,Kolkata,Petrol,Sedan,First Owner,69273.0,
Manual,Ford Ecosport,2014.0,Kolkata,Petrol,SUV,First Owner,75865.0,Ecoboost Petrol Engine 
Manual,Kia Carens,2022.0,Kolkata,Petrol,MUV,First Owner,4066.0,Smartstream G1.5
Manual,Kia Seltos,2019.0,Kolkata,Petrol,SUV,First Owner,67092.0,SMARTSTREAM G1.5
Manual,Hyundai i20,2012.0,Kolkata,Petrol,Hatchback,First Owner,38000.0,Kappa VTVT Petrol Engine
Manual,Hyundai Verna,2012.0,Kolkata,Diesel,Sedan,First Owner,78121.0,VGT CRDi Diesel Engine 
Manual,Honda Amaze,2014.0,Kolkata,Diesel,Sedan,First Owner,99103.0,i-DTEC Diesel Engine
Manual,Tata Tiago,2016.0,Kolkata,Petrol,Hatchback,First Owner,40000.0,Revotron Engine
Manual,Hyundai Creta,2022.0,Kolkata,Diesel,SUV,First Owner,9000.0,1.5 L U2 CRDi Diesel
Automatic,BMW X1,2020.0,Kolkata,Diesel,SUV,First Owner,10100.0,sDrive20d Diesel Engine
Manual,Hyundai Grand i10,2018.0,Kolkata,Petrol,Hatchback,First Owner,27119.0,Kappa VTVT Petrol Engine
Automatic,Hyundai Venue,2022.0,Kolkata,Petrol,SUV,First Owner,10000.0,Kappa 1.0 L Turbo GDi Petrol
Manual,Honda Mobilio,2014.0,Kolkata,Diesel,MUV,First Owner,57000.0,i-DTEC Engine
Manual,Hyundai Grand i10,2017.0,Kolkata,Petrol,Hatchback,First Owner,38000.0,Kappa VTVT Petrol Engine
Automatic,Mahindra XUV500,2019.0,Kolkata,Diesel,SUV,First Owner,50000.0,mHawk Diesel Engine
Manual,Ford Figo,2010.0,Kolkata,Petrol,Hatchback,First Owner,70000.0,Petrol Engine
Automatic,Kia Seltos,2020.0,Kolkata,Petrol,SUV,Second Owner,40000.0,Smartstream G1.4
Manual,Mahindra Bolero Neo,2022.0,Kolkata,Diesel,SUV,First Owner,10891.0,mHAWk100
Manual,Tata Tiago,2021.0,Kolkata,Petrol,Hatchback,First Owner,29558.0,1.2 L Revotron
Automatic,Jeep Compass,2020.0,Kolkata,Diesel,SUV,First Owner,18000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Maruti Baleno,2018.0,Kolkata,Petrol,Hatchback,First Owner,29412.0,VVT Petrol Engine
Manual,Hyundai Grand i10,2015.0,Kolkata,Diesel,Hatchback,First Owner,59037.0,U2 CRDi  Diesel Engine
Automatic,Mercedes-Benz C-Class,2022.0,Kolkata,Diesel,Sedan,Second Owner,10000.0,OM654M
Automatic,Tata Nexon,2020.0,Kolkata,Diesel,SUV,First Owner,73072.0,1.5l Turbocharged Revotorq Engine
Manual,Maruti Wagon R,2014.0,Kolkata,Petrol,Hatchback,Second Owner,37100.0,K10B Petrol Engine
Automatic,Maruti Baleno,2019.0,Kolkata,Petrol,Hatchback,First Owner,61113.0,VVT Petrol Engine
Manual,Maruti Alto 800,2013.0,Kolkata,Petrol,Hatchback,First Owner,47606.0,F8D Petrol Engine
Manual,Hyundai Creta,2019.0,Kolkata,Diesel,SUV,First Owner,30000.0,U2 CRDI VGT Engine
Automatic,Maruti Celerio,2015.0,Kolkata,Petrol,Hatchback,First Owner,80000.0,K10B Engine
Automatic,Mercedes-Benz C-Class,2013.0,Kolkata,Diesel,Sedan,First Owner,40000.0,In-Line Engine
Manual,Jeep Compass,2019.0,Kolkata,Diesel,SUV,First Owner,27000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Mahindra XUV500,2019.0,Kolkata,Diesel,SUV,First Owner,80000.0,mHawk Diesel Engine
Manual,Tata Zest,2015.0,Kolkata,Petrol,Sedan,First Owner,30000.0,Revotron Engine
Manual,Mahindra XUV500,2018.0,Kolkata,Diesel,SUV,First Owner,70000.0,mHawk Diesel Engine
Manual,Hyundai Grand i10,2014.0,Kolkata,Diesel,Hatchback,First Owner,90000.0,U2 CRDi  Diesel Engine
Manual,Maruti Swift Dzire,2021.0,Kolkata,Petrol,Sedan,First Owner,20000.0,
Automatic,Audi A4,2014.0,Kolkata,Diesel,Sedan,Second Owner,86947.0,TDI Diesel Engine
Manual,Tata Nexon,2020.0,Kolkata,Petrol,SUV,First Owner,17466.0,Revotron 1.2L Turbocharged engine
Manual,Honda WR-V,2017.0,Kolkata,Petrol,SUV,Second Owner,32844.0,i-VTEC Petrol Engine
Manual,Maruti XL6,2020.0,Kolkata,Petrol,MUV,First Owner,30000.0,K15B Smart Hybrid
Manual,Toyota Etios Liva,2011.0,Kolkata,Petrol,Hatchback,First Owner,78075.0,
Manual,Honda City,2019.0,Kolkata,Petrol,Sedan,First Owner,36937.0,i VTEC Engine
Manual,Honda WR-V,2017.0,Kolkata,Petrol,SUV,First Owner,50000.0,i-VTEC Petrol Engine
Automatic,Hyundai Verna,2018.0,Kolkata,Petrol,Sedan,Second Owner,25314.0,VTVT Petrol Engine
Automatic,Land Rover Range Rover Evoque,2018.0,Kolkata,Diesel,SUV,Second Owner,51620.0,TD4 Diesel Engine
Manual,Volkswagen Vento,2012.0,Kolkata,Petrol,Sedan,First Owner,93097.0,In Line Petrol Engine
Manual,Maruti Wagon R,2010.0,Kolkata,Petrol,Hatchback,Third Owner,76672.0,K Series Petrol Engine
Manual,Honda City,2015.0,Kolkata,Diesel,Sedan,Second Owner,42000.0,i DTEC Diesel Engine 
Automatic,BMW 6 Series,2018.0,Kolkata,Diesel,Sedan,Third Owner,44226.0,Diesel Engine
Manual,Ford Fiesta,2009.0,Kolkata,Petrol,Sedan,Second Owner,30000.0,
Manual,Volkswagen Polo,2013.0,Kolkata,Petrol,Hatchback,First Owner,40000.0,MPI Petrol Engine
Automatic,Jeep Meridian,2022.0,Kolkata,Diesel,SUV,First Owner,13400.0,2.0 L Multijet Diesel
Manual,Renault KWID,2019.0,Kolkata,Petrol,Hatchback,First Owner,19720.0,Petrol Engine
Automatic,Maruti Grand Vitara,2023.0,Kolkata,Petrol,SUV,First Owner,4732.0,
Automatic,MG Hector Plus,2021.0,Kolkata,Petrol,SUV,First Owner,38380.0,1.5L Turbocharged Intercooled
Manual,Mahindra Scorpio,2010.0,Kolkata,Diesel,SUV,First Owner,67357.0, mHawk CRDe Engine
Manual,Maruti Zen Estilo,2010.0,Kolkata,Petrol,Hatchback,First Owner,40000.0,K Series Petrol Engine
Manual,Tata Tiago,2019.0,Kolkata,Petrol,Hatchback,First Owner,35912.0,Revotron Engine
Manual,Maruti Baleno,2019.0,Kolkata,Petrol,Hatchback,First Owner,22343.0,VVT Petrol Engine
Manual,Hyundai EON,2013.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,Petrol Engine
Manual,Renault Duster,2015.0,Kolkata,Diesel,SUV,Second Owner,85735.0,dCi THP Diesel Engine
Manual,Maruti Alto K10,2011.0,Kolkata,Petrol,Hatchback,First Owner,42792.0,K10C
Manual,Mahindra Scorpio,2020.0,Kolkata,Diesel,SUV,First Owner,42503.0,mHawk Diesel Engine
Manual,Maruti Ritz,2011.0,Kolkata,Petrol,Hatchback,Second Owner,96609.0,K Series Petrol Engine 
Manual,Honda Jazz,2015.0,Kolkata,Diesel,Hatchback,First Owner,78990.0,i-DTEC Diesel Engine
Manual,Honda City,2016.0,Kolkata,Petrol,Sedan,Second Owner,51618.0,i VTEC Engine
Manual,Mahindra XUV500,2019.0,Kolkata,Diesel,SUV,Second Owner,83508.0,mHawk Diesel Engine
Manual,Hyundai Santro Xing,2007.0,Kolkata,Petrol,Hatchback,First Owner,40000.0,Petrol Engine 
Automatic,Skoda Superb,2010.0,Kolkata,Petrol,Sedan,Second Owner,60000.0,In-Line Engine
Automatic,Mahindra XUV300,2021.0,Kolkata,Petrol,SUV,First Owner,25000.0,1.2L Petrol
Manual,Hyundai i20,2022.0,Kolkata,Petrol,Hatchback,First Owner,14636.0,1.2 l Kappa petrol
Manual,Mahindra XUV500,2016.0,Kolkata,Diesel,SUV,Second Owner,80000.0,mHawk Diesel Engine
Automatic,Honda Amaze,2021.0,Kolkata,Petrol,Sedan,First Owner,20000.0,i-VTEC
Manual,Hyundai Aura,2020.0,Kolkata,Petrol,Sedan,First Owner,20000.0,1.2 l Kappa dual petrol
Manual,Hyundai Verna,2018.0,Kolkata,Petrol,Sedan,First Owner,13000.0,VTVT Petrol Engine
Manual,Jeep Compass,2019.0,Kolkata,Diesel,SUV,First Owner,22000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Maruti Swift Dzire,2021.0,Kolkata,Petrol,Sedan,First Owner,20000.0,
Manual,Hyundai Santro Xing,2014.0,Kolkata,Petrol,Hatchback,First Owner,59005.0,Petrol Engine 
Manual,Maruti Swift,2010.0,Kolkata,Petrol,Hatchback,Second Owner,71156.0,K Series Dual jet
Manual,Honda City,2018.0,Kolkata,Petrol,Sedan,First Owner,50000.0,i VTEC Engine
Manual,Maruti Alto 800,2019.0,Kolkata,Petrol,Hatchback,First Owner,2707.0,F8D Petrol Engine
Manual,Hyundai Santro,2020.0,Kolkata,Petrol,Hatchback,First Owner,78211.0,1.1 L Petrol
Manual,Hyundai Verna,2017.0,Kolkata,Diesel,Sedan,First Owner,67793.0,U2 VGT Diesel Engine
Manual,Tata Tiago,2017.0,Kolkata,Diesel,Hatchback,First Owner,48548.0,Revotorq Engine
Manual,Ford Fiesta Classic,2013.0,Kolkata,Diesel,Sedan,First Owner,150000.0,In-Line Engine
Manual,Maruti A-Star,2010.0,Kolkata,Petrol,Hatchback,First Owner,46559.0,K Series Petrol Engine
Manual,Hyundai Creta,2015.0,Kolkata,Petrol,SUV,First Owner,93177.0,VTVT Petrol Engine
Automatic,Hyundai Elantra,2017.0,Kolkata,Diesel,Sedan,Third Owner,60000.0,U2 VGT CRDi Diesel Engine
Automatic,Mercedes-Benz GLC,2017.0,Kolkata,Diesel,SUV,First Owner,60001.0,Diesel Engine
Manual,Maruti Swift,2014.0,Kolkata,Petrol,Hatchback,First Owner,45000.0,K Series Petrol Engine
Automatic,Hyundai Aura,2022.0,Kolkata,Petrol,Sedan,First Owner,10000.0,1.2 l Kappa dual petrol
Manual,Hyundai Verna,2018.0,Kolkata,Petrol,Sedan,Third Owner,40000.0,Kappa Dual VTVT Petrol Engine
Automatic,Hyundai Verna,2019.0,Kolkata,Diesel,Sedan,First Owner,38506.0,U2 VGT Diesel Engine
Manual,Honda Amaze,2015.0,Kolkata,Petrol,Sedan,First Owner,60000.0,i-VTEC Petrol Engine
Automatic,Renault KWID,2021.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,Petrol Engine
Manual,Hyundai i10,2008.0,Kolkata,Petrol,Hatchback,First Owner,50000.0,IRDE2 Engine
Manual,Maruti Celerio,2017.0,Kolkata,Petrol,Hatchback,First Owner,28000.0,K10B Engine
Manual,Hyundai i10,2011.0,Kolkata,Petrol,Hatchback,Second Owner,49342.0,IRDE2 Engine
Manual,Hyundai i10,2010.0,Kolkata,Petrol,Hatchback,Second Owner,76725.0,Kappa Petrol Engine
Manual,Maruti A-Star,2009.0,Kolkata,Petrol,Hatchback,Second Owner,80000.0,K Series Petrol Engine
Manual,Tata Nexon,2018.0,Kolkata,Diesel,SUV,First Owner,83234.0,"Revotorq, 1.5L Turbocharged engine"
Manual,Renault Kiger,2021.0,Kolkata,Petrol,SUV,First Owner,9595.0,1.0L energy
