transmission,model,Year of Manufacture,City,ft,bt,Ownership,Kms Driven,Engine Type,price
1,293,2022.0,5,4,7,1,25796.0,477,881000.0
1,290,2018.0,5,1,4,1,34000.0,111,1735000.0000000002
0,85,2019.0,5,4,7,1,29717.0,508,852999.9999999999
1,227,2018.0,5,4,2,1,42000.0,269,325000.0
1,185,2014.0,5,4,2,1,24425.0,286,284000.0
0,249,2020.0,5,4,8,1,14323.0,24,936000.0
1,142,2019.0,5,1,7,1,9700.0,492,800000.0
1,86,2011.0,5,4,8,3,50000.0,451,250000.0
0,63,2017.0,5,4,8,1,51097.0,469,650000.0
1,89,2010.0,5,4,2,3,60000.0,265,165000.0
1,180,2022.0,5,4,8,1,23684.0,508,850000.0
1,89,2009.0,5,4,2,1,40000.0,265,161000.0
0,206,2017.0,5,1,7,1,60002.0,236,2750000.0
1,60,2018.0,5,4,7,1,39000.0,476,795000.0
1,165,2020.0,5,4,4,1,40000.0,300,900000.0
0,311,2017.0,5,1,2,1,16001.0,398,1800000.0
1,86,2014.0,5,4,8,3,51000.0,450,361000.0
1,184,2021.0,5,4,2,1,10143.0,295,510000.0
1,176,2019.0,5,4,2,3,53657.0,296,415000.00000000006
1,160,2014.0,5,4,2,1,88532.0,296,266000.0
1,184,2013.0,5,4,2,1,60000.0,295,150000.0
1,246,2021.0,5,4,7,1,12059.0,16,1375000.0
1,273,2021.0,5,4,2,1,10000.0,38,520000.0
1,138,2018.0,5,1,7,1,47000.0,482,925000.0
1,236,2018.0,5,1,7,1,20000.0,465,650000.0
1,180,2013.0,5,4,8,1,37000.0,291,285000.0
1,78,2022.0,5,4,2,1,9520.0,35,728000.0
1,32,2016.0,5,4,8,1,100000.0,360,210000.0
1,81,2022.0,5,0,2,1,22577.0,28,535000.0
1,90,2021.0,5,4,2,1,9902.0,20,824000.0
1,50,2016.0,5,4,7,1,70000.0,396,500000.0
1,77,2020.0,5,4,2,1,20101.0,320,526000.0
1,244,2011.0,5,4,2,1,120000.0,280,180000.0
1,265,2021.0,5,4,7,1,15258.0,60,970000.0
0,85,2020.0,5,4,7,1,36397.0,508,951000.0
1,244,2011.0,5,4,2,1,120000.0,280,180000.0
0,14,2012.0,5,1,8,1,52000.0,278,975000.0
0,205,2019.0,5,1,7,1,51900.0,143,2250000.0
0,63,2017.0,5,4,8,1,70000.0,469,750000.0
0,101,2022.0,5,4,7,1,10000.0,67,2650000.0
0,20,2016.0,5,1,7,1,30000.0,502,1950000.0
1,73,2019.0,5,4,7,3,23303.0,450,930000.0
0,122,2020.0,5,4,7,3,30000.0,508,1499000.0
1,147,2017.0,5,1,7,3,70000.0,498,850000.0
1,73,2019.0,5,4,7,3,50000.0,450,1020000.0
1,179,2019.0,5,4,2,1,11326.0,449,614000.0
1,179,2020.0,5,4,2,1,23609.0,449,630000.0
1,160,2016.0,5,4,2,3,30000.0,293,320000.0
1,82,2014.0,5,4,2,1,60533.0,345,241000.0
1,163,2016.0,5,4,8,1,46328.0,478,513000.0
0,123,2020.0,5,4,7,1,60000.0,101,1550000.0
0,85,2019.0,5,4,7,1,31745.0,508,1006000.0
0,285,2012.0,5,1,7,4,78668.0,205,1075000.0
1,239,2021.0,5,4,7,1,3115.0,27,718000.0
0,160,2022.0,5,4,2,1,8940.0,296,635000.0
1,77,2015.0,5,4,2,1,10000.0,320,475000.0
1,87,2014.0,5,4,8,4,40000.0,320,305000.0
1,63,2018.0,5,4,8,1,45652.0,469,755000.0
1,163,2019.0,5,4,8,1,30000.0,479,800000.0
0,100,2015.0,5,4,8,2,85033.0,344,1800000.0
1,77,2017.0,5,4,2,1,30000.0,2,450000.0
1,90,2011.0,5,4,2,1,70000.0,278,290000.0
1,179,2019.0,5,4,2,1,17200.0,449,580000.0
1,63,2015.0,5,4,8,1,18255.0,469,600000.0
1,281,2015.0,5,4,8,3,80000.0,163,595000.0
1,160,2022.0,5,4,2,1,6398.0,296,546000.0
0,78,2020.0,5,4,2,1,45739.0,35,588000.0
1,285,2016.0,5,1,7,1,46000.0,205,2300000.0
1,60,2016.0,5,4,7,1,35254.0,476,499000.0
1,295,2018.0,5,4,8,1,41334.0,70,623000.0
1,61,2014.0,5,4,2,1,51463.0,475,300000.0
1,155,2019.0,5,4,2,1,29478.0,251,338000.0
1,290,2019.0,5,1,4,1,85101.0,111,1750000.0
1,176,2022.0,5,4,2,1,6903.0,296,443000.0
1,89,2013.0,5,4,2,3,57602.0,229,213000.0
0,234,2013.0,5,1,8,3,52047.0,182,3150000.0
0,208,2017.0,5,1,7,1,71742.0,268,3700000.0
0,313,2023.0,5,4,7,1,413.0,508,4450000.0
1,155,2015.0,5,4,2,1,10000.0,251,234000.0
1,89,2009.0,5,4,2,1,50000.0,265,140000.0
0,157,2018.0,5,4,2,1,18000.0,455,534000.0
0,184,2018.0,5,4,2,1,32000.0,295,380000.0
1,50,2018.0,5,1,7,1,42000.0,380,565000.0
1,63,2014.0,5,4,8,1,45000.0,469,381000.0
0,63,2018.0,5,4,8,1,29000.0,473,749000.0
1,165,2012.0,5,4,4,3,19675.0,308,426000.0
0,90,2021.0,5,4,2,1,20378.0,20,877000.0
0,246,2022.0,5,4,7,1,10000.0,16,1400000.0
1,89,2015.0,5,4,2,1,33683.0,265,335000.0
1,176,2021.0,5,4,2,1,18518.0,296,414000.0
1,184,2016.0,5,4,2,1,36000.0,289,321000.0
1,156,2019.0,5,4,2,3,30791.0,289,323000.0
1,165,2021.0,5,4,4,1,18000.0,300,925000.0
1,155,2020.0,5,4,2,1,14447.0,251,345000.0
1,77,2019.0,5,4,2,3,19991.0,320,454000.0
1,74,2016.0,5,4,2,1,24000.0,344,259000.0
1,126,2019.0,5,1,7,1,41000.0,328,675000.0
1,7,2015.0,5,1,7,1,45000.0,381,1095000.0
0,71,2021.0,5,4,7,1,10177.0,121,1875000.0
1,77,2013.0,5,4,2,1,35444.0,320,325000.0
1,77,2017.0,5,4,2,1,35000.0,320,415000.00000000006
1,290,2019.0,5,1,4,1,40000.0,111,1695000.0
1,77,2016.0,5,1,2,1,49040.0,422,365000.0
1,154,2007.0,5,4,2,3,40000.0,278,98000.0
1,156,2019.0,5,4,2,1,49546.0,289,333000.0
1,180,2014.0,5,4,8,1,38698.0,508,406000.0
1,63,2018.0,5,4,8,1,32814.0,473,675000.0
1,87,2015.0,5,4,8,1,14642.0,320,329000.0
1,155,2017.0,5,4,2,1,33429.0,251,279000.0
1,83,2012.0,5,4,8,3,36448.0,260,299000.0
1,78,2022.0,5,4,2,1,30739.0,35,622000.0
1,90,2021.0,5,4,2,1,21300.0,46,798000.0
1,78,2020.0,5,4,2,1,13463.0,35,618000.0
0,176,2019.0,5,4,2,1,15477.0,292,431000.0
0,184,2018.0,5,4,2,1,33000.0,295,415000.00000000006
1,89,2010.0,5,4,2,3,50000.0,228,180000.0
0,6,2021.0,5,4,7,1,15766.0,113,3700000.0
0,71,2021.0,5,1,7,1,28895.0,87,1675000.0
1,157,2019.0,5,4,2,1,10000.0,455,620000.0
1,305,2015.0,5,1,8,1,50000.0,381,380000.0
0,147,2016.0,5,1,7,3,70000.0,498,840000.0
0,197,2020.0,5,1,8,1,24600.0,278,3500000.0
1,144,2023.0,5,1,7,1,10711.0,494,1550000.0
1,165,2018.0,5,4,4,1,90000.0,299,600000.0
1,85,2020.0,5,4,7,1,19712.0,314,868000.0
0,63,2019.0,5,4,8,1,31772.0,469,917000.0
1,86,2019.0,5,4,8,1,31055.0,450,867000.0
1,236,2021.0,5,4,7,1,25695.0,94,827000.0
1,176,2021.0,5,4,2,1,20000.0,296,420000.0
1,146,2019.0,5,1,7,1,24181.0,69,942000.0
0,107,2020.0,5,1,7,1,70000.0,73,1300000.0
1,236,2020.0,5,4,7,1,42970.0,102,803999.9999999999
1,154,2012.0,5,4,2,3,12541.0,278,179000.0
1,90,2019.0,5,4,2,1,10000.0,320,550000.0
1,78,2021.0,5,4,2,3,10000.0,35,650000.0
1,63,2015.0,5,4,8,1,49817.0,365,449000.0
1,78,2021.0,5,4,2,3,10000.0,35,650000.0
1,238,2016.0,5,4,2,3,30000.0,344,250000.0
1,265,2022.0,5,4,7,3,10000.0,60,821000.0000000001
1,77,2013.0,5,1,2,1,20000.0,422,300000.0
1,186,2021.0,5,4,4,3,10000.0,305,950000.0
1,147,2015.0,5,1,7,3,80000.0,498,700000.0
1,87,2014.0,5,1,8,3,70000.0,417,280000.0
1,179,2020.0,5,4,2,1,6347.0,449,663000.0
0,172,2019.0,5,4,2,3,19437.0,51,559000.0
1,179,2019.0,5,1,2,1,61262.0,217,500000.0
1,265,2021.0,5,4,7,1,6059.0,60,934000.0
1,253,2022.0,5,1,2,1,9134.0,84,914000.0
1,157,2022.0,5,4,2,1,23092.0,455,840000.0
1,253,2020.0,5,1,2,1,33937.0,84,684000.0
1,163,2015.0,5,4,8,1,20000.0,478,524000.0
1,284,2017.0,5,4,2,1,49134.0,344,442000.0
1,175,2010.0,5,4,2,3,71900.0,290,192000.0
1,184,2020.0,5,4,2,1,20000.0,295,580000.0
0,17,2019.0,5,1,8,1,20000.0,236,3800000.0
0,59,2021.0,5,4,8,1,10000.0,476,828999.9999999999
0,51,2017.0,5,1,7,1,22336.0,236,2649000.0
0,20,2016.0,5,1,7,1,30000.0,236,1950000.0
1,90,2019.0,5,4,2,3,10000.0,320,600000.0
1,63,2019.0,5,4,8,1,48384.0,469,775000.0
0,122,2019.0,5,4,7,1,32000.0,508,1365000.0
1,249,2020.0,5,4,8,1,20000.0,344,850000.0
1,282,2015.0,5,4,8,1,56023.0,344,435000.0
1,75,2019.0,5,1,8,3,60840.0,425,956000.0
0,226,2017.0,5,4,2,1,18984.0,269,431000.0
1,165,2014.0,5,4,4,1,50000.0,289,575000.0
1,278,2017.0,5,1,8,1,115173.0,348,432000.0
1,156,2014.0,5,4,2,1,26251.0,289,255000.0
0,205,2015.0,5,1,7,3,35700.0,236,1675000.0
0,176,2021.0,5,4,2,3,6230.0,292,479000.0
1,265,2020.0,5,4,7,1,30000.0,60,763000.0
0,59,2022.0,5,4,8,1,25228.0,473,846000.0000000001
1,73,2019.0,5,4,7,1,46717.0,450,999000.0
1,89,2013.0,5,4,2,1,20000.0,229,280000.0
0,165,2018.0,5,4,4,1,120000.0,300,775000.0
1,249,2014.0,5,1,8,1,65000.0,400,350000.0
1,59,2018.0,5,4,8,1,91000.0,476,445000.0
1,91,2017.0,5,4,2,1,45000.0,450,500000.0
0,195,2016.0,5,4,1,1,30000.0,180,21000000.0
1,163,2019.0,5,4,8,1,30000.0,479,825000.0
1,157,2017.0,5,4,2,1,60000.0,455,510000.0
1,282,2014.0,5,4,8,1,56000.0,344,325000.0
1,86,2016.0,5,4,8,1,54419.0,450,500000.0
0,243,2020.0,5,4,4,1,22746.0,508,640000.0
1,155,2020.0,5,4,2,1,5385.0,251,334000.0
0,4,2014.0,5,1,8,1,40375.0,382,1250000.0
0,90,2020.0,5,4,2,1,10837.0,20,774000.0
1,155,2020.0,5,4,2,1,4521.0,251,326000.0
0,14,2019.0,5,1,8,3,25990.0,407,2400000.0
1,180,2021.0,5,4,8,1,6805.0,508,634000.0
0,197,2011.0,5,1,8,1,47000.0,278,825000.0
0,176,2021.0,5,4,2,1,23733.0,292,458000.0
1,176,2021.0,5,4,2,1,9473.0,296,414000.0
1,236,2013.0,5,1,7,1,150000.0,463,310000.0
0,87,2015.0,5,4,8,3,70000.0,320,450000.0
0,314,2019.0,5,1,7,3,38200.0,398,4495000.0
0,125,2020.0,5,1,7,1,76187.0,144,2025000.0
0,21,2016.0,5,1,7,1,40000.0,507,2460000.0
0,68,2008.0,5,4,8,4,89398.0,231,500000.0
1,86,2018.0,5,4,8,1,50000.0,450,900000.0
0,279,2014.0,5,4,8,4,70000.0,155,1200000.0
1,142,2017.0,5,1,7,1,37000.0,492,400000.0
1,54,2011.0,5,4,2,3,42000.0,244,149000.0
0,156,2016.0,5,4,2,1,19392.0,289,324000.0
1,155,2021.0,5,4,2,1,9522.0,251,356000.0
1,59,2014.0,5,4,8,1,28880.0,476,295000.0
1,27,2016.0,5,4,2,1,19003.0,360,230000.0
1,155,2016.0,5,4,2,1,28329.0,251,268000.0
1,90,2022.0,5,4,2,1,9326.0,46,690000.0
1,179,2020.0,5,4,2,1,47584.0,449,549000.0
1,107,2022.0,5,4,7,3,10000.0,371,1600000.0
1,77,2019.0,5,4,2,1,24021.0,320,487000.0
1,156,2019.0,5,4,2,3,44094.0,289,302000.0
0,101,2020.0,5,1,7,1,45107.0,124,1750000.0
0,180,2015.0,5,4,8,1,9470.0,291,425000.0
1,289,2007.0,5,1,4,1,125000.0,159,284000.0
1,176,2021.0,5,4,2,1,7000.0,296,430000.0
1,157,2018.0,5,1,2,1,73000.0,220,445000.0
1,159,2022.0,5,4,7,1,11000.0,308,1199000.0
1,89,2010.0,5,4,2,1,30000.0,228,170000.0
1,229,2013.0,5,1,7,1,35500.0,310,350000.0
0,179,2019.0,5,4,2,1,10000.0,449,525000.0
1,77,2017.0,5,1,2,3,43000.0,422,385000.0
1,184,2021.0,5,0,2,1,34144.0,295,498000.00000000006
1,78,2021.0,5,4,2,1,6669.0,35,625000.0
1,77,2019.0,5,4,2,1,22618.0,320,494000.00000000006
1,184,2019.0,5,0,2,1,27042.0,295,462000.0
1,73,2016.0,5,4,7,1,38224.0,450,710000.0
0,63,2018.0,5,4,8,1,23379.0,469,889000.0
0,198,2018.0,5,1,8,1,47000.0,267,2099000.0
1,155,2019.0,5,4,2,1,21388.0,251,304000.0
1,184,2015.0,5,4,2,1,23005.0,289,308000.0
0,75,2021.0,5,4,8,1,7308.0,340,1550000.0
0,14,2008.0,5,1,8,1,90000.0,278,500000.0
1,27,2013.0,5,4,2,1,60000.0,368,150000.0
1,300,2016.0,5,4,2,1,60000.0,332,395000.0
0,107,2020.0,5,4,7,1,36674.0,371,1400000.0
0,184,2019.0,5,4,2,1,20000.0,295,450000.0
1,180,2018.0,5,4,8,1,17153.0,291,495000.0
1,147,2018.0,5,1,7,1,39000.0,498,1078000.0
1,184,2020.0,5,4,2,1,32165.0,295,460000.0
1,249,2018.0,5,4,8,1,27447.0,344,560000.0
1,155,2015.0,5,4,2,1,26305.0,251,259000.0
1,154,2008.0,5,4,2,1,20000.0,278,130000.0
1,39,2018.0,5,4,2,3,17024.0,7,272000.0
0,63,2020.0,5,4,8,1,9243.0,458,982000.0
1,249,2017.0,5,4,8,1,100000.0,344,425000.0
1,37,2017.0,5,4,2,1,19280.0,344,297000.0
1,85,2019.0,5,4,7,1,10000.0,508,750000.0
1,180,2021.0,5,4,8,1,9646.0,508,658000.0
1,178,2020.0,5,4,7,1,11344.0,305,750000.0
0,14,2021.0,5,4,8,1,17899.0,408,4600000.0
1,238,2021.0,5,4,2,5,6000.0,344,449000.0
1,27,2010.0,5,4,2,1,80000.0,368,150000.0
1,258,2006.0,5,1,2,1,50000.0,278,99703.0
1,90,2014.0,5,1,2,3,35000.0,418,450000.0
1,165,2015.0,5,4,4,3,31244.0,299,565000.0
1,77,2017.0,5,4,2,1,40000.0,320,410000.0
1,27,2012.0,5,4,2,3,30000.0,368,170000.0
1,260,2012.0,5,1,8,1,60000.0,107,178000.0
0,17,2010.0,5,1,8,1,70000.0,278,894999.9999999999
1,74,2015.0,5,4,2,1,65440.0,344,239000.0
1,253,2021.0,5,4,2,1,35884.0,47,652000.0
1,281,2015.0,5,4,8,1,77500.0,163,550000.0
1,281,2015.0,5,4,8,1,59729.0,163,599000.0
1,155,2014.0,5,4,2,1,64854.0,251,199000.0
1,180,2018.0,5,4,8,3,29836.0,291,575000.0
1,49,2017.0,5,1,8,1,74094.0,380,445000.0
1,179,2021.0,5,4,2,1,11590.0,287,620000.0
1,66,2021.0,5,4,2,1,9461.0,43,706000.0
1,242,2014.0,5,1,8,4,59006.0,464,363000.0
1,290,2022.0,5,1,4,1,10000.0,146,2400000.0
1,180,2017.0,5,1,8,3,150000.0,220,492000.0
1,59,2016.0,5,4,8,4,40000.0,476,360000.0
1,180,2009.0,5,1,8,3,80000.0,278,280000.0
0,285,2016.0,5,1,7,1,90000.0,205,1639999.9999999998
0,112,2012.0,5,1,7,3,80000.0,358,950000.0
1,285,2014.0,5,1,7,3,73000.0,205,1299000.0
1,184,2010.0,5,4,2,1,150000.0,289,250000.0
0,200,2018.0,5,1,8,1,33600.0,438,3950000.0
1,66,2016.0,5,4,2,1,82286.0,476,373000.0
1,290,2021.0,5,1,4,1,29841.0,146,2200000.0
1,160,2022.0,5,4,2,1,10518.0,296,517000.0
1,160,2020.0,5,4,2,1,6204.0,293,456000.0
1,135,2020.0,5,1,4,1,20000.0,209,1250000.0
1,90,2013.0,5,4,2,1,23696.0,320,311000.0
1,289,2016.0,5,1,4,1,112000.0,159,950000.0
1,155,2020.0,5,4,2,1,7569.0,251,305000.0
0,179,2019.0,5,4,2,1,18800.0,449,583000.0
0,238,2018.0,5,4,2,1,32147.0,344,250000.0
1,50,2016.0,5,4,7,1,27000.0,396,430000.0
1,27,2010.0,5,4,2,1,35100.0,368,150000.0
1,265,2022.0,5,4,7,1,20000.0,60,650000.0
1,77,2014.0,5,4,2,1,31458.0,320,330000.0
0,3,2015.0,5,4,8,1,12000.0,391,1499000.0
1,59,2021.0,5,4,8,1,10000.0,476,675000.0
0,183,2018.0,5,1,7,1,32000.0,218,775000.0
1,179,2012.0,5,1,2,1,37659.0,220,280000.0
0,180,2020.0,5,4,8,1,31479.0,508,588000.0
1,155,2019.0,5,4,2,1,10998.0,251,329000.0
0,238,2021.0,5,4,2,1,10000.0,344,460000.0
1,184,2021.0,5,0,2,1,27370.0,295,479000.0
1,179,2016.0,5,4,2,1,39714.0,291,380000.0
1,74,2015.0,5,4,2,1,34000.0,344,235000.0
1,89,2015.0,5,4,2,3,41469.0,229,309000.0
1,157,2019.0,5,4,2,1,6033.0,455,670000.0
1,155,2017.0,5,4,2,1,28036.0,251,269000.0
1,155,2014.0,5,4,2,1,19631.0,251,248000.0
1,133,2016.0,5,1,7,1,70000.0,485,300000.0
1,63,2015.0,5,4,8,1,50000.0,469,460000.0
1,147,2020.0,5,1,7,1,33197.0,499,1075000.0
1,157,2018.0,5,4,2,1,29000.0,455,570000.0
0,265,2021.0,5,4,7,1,60000.0,60,975000.0
1,184,2018.0,5,4,2,1,48000.0,295,330000.0
1,74,2013.0,5,4,2,1,10000.0,344,220000.00000000003
1,179,2018.0,5,4,2,1,41000.0,449,495000.0
1,138,2017.0,5,1,7,3,79955.0,497,890000.0
0,197,2020.0,5,1,8,1,25910.0,278,3500000.0
1,74,2018.0,5,4,2,3,44446.0,344,279000.0
1,273,2018.0,5,1,2,1,30658.0,351,424000.0
1,63,2017.0,5,4,8,1,44000.0,469,595000.0
1,273,2017.0,5,4,2,1,55073.0,355,352000.0
0,281,2012.0,5,4,8,1,43886.0,227,481000.0
1,135,2022.0,5,1,4,1,20000.0,209,1090000.0
1,63,2016.0,5,4,8,3,118569.0,469,464000.0
1,305,2014.0,5,1,8,1,30000.0,381,340000.0
1,155,2019.0,5,4,2,1,18060.0,251,352000.0
1,59,2014.0,5,4,8,1,94042.0,476,319000.0
1,138,2017.0,5,1,7,1,90438.0,498,1075000.0
1,184,2009.0,5,4,2,3,120000.0,289,140000.0
1,82,2009.0,5,4,2,1,80000.0,345,125000.0
1,101,2018.0,5,1,7,1,50000.0,124,1200000.0
1,175,2010.0,5,4,2,4,60000.0,289,160000.0
0,122,2020.0,5,4,7,3,30000.0,508,1499000.0
1,108,2021.0,5,4,7,1,975000.0,369,975000.0
1,73,2018.0,5,1,7,1,55000.0,421,999000.0
0,197,2017.0,5,1,8,1,30000.0,278,2500000.0
1,89,2010.0,5,4,2,1,104900.0,344,196000.0
1,295,2018.0,5,4,8,3,24092.0,70,683000.0
1,180,2017.0,5,1,8,3,90000.0,220,500000.0
1,253,2020.0,5,4,2,1,28519.0,47,649000.0
1,66,2016.0,5,4,2,1,88785.0,476,386000.0
1,300,2015.0,5,4,2,3,90000.0,332,300000.0
1,257,2019.0,5,1,4,1,79755.0,142,888000.0000000001
1,90,2017.0,5,4,2,3,80000.0,320,560000.0
1,134,2017.0,5,4,2,3,68832.0,487,436000.00000000006
1,101,2017.0,5,1,7,3,70857.0,124,1032000.0
1,63,2010.0,5,4,8,4,50000.0,278,270000.0
1,163,2015.0,5,1,8,1,80000.0,213,475000.0
1,175,2010.0,5,1,2,3,110000.0,234,140000.0
1,184,2013.0,5,4,2,1,60000.0,295,320000.0
1,77,2014.0,5,4,2,3,70000.0,320,340000.0
1,180,2011.0,5,4,8,3,100000.0,278,250000.0
1,87,2014.0,5,4,8,1,38000.0,320,325000.0
1,90,2013.0,5,4,2,0,60000.0,320,260000.0
1,289,2014.0,5,1,4,3,55000.0,159,799000.0
1,87,2015.0,5,4,8,1,60000.0,320,400000.0
1,85,2022.0,5,4,7,1,4034.0,314,956000.0
1,27,2014.0,5,1,2,3,28614.0,359,210000.0
1,184,2010.0,5,4,2,1,60000.0,289,240000.0
1,155,2015.0,5,4,2,1,34895.0,251,239000.0
0,157,2021.0,5,4,2,1,5891.0,59,861000.0
0,200,2017.0,5,4,8,3,28204.0,281,3500000.0
0,172,2020.0,5,4,2,3,17776.0,51,598000.0
1,63,2017.0,5,1,8,1,66000.0,468,750000.0
0,184,2020.0,5,4,2,1,10667.0,297,559000.0
1,108,2021.0,5,1,7,1,27218.0,74,1035000.0
1,54,2015.0,5,4,2,1,28000.0,396,259000.0
0,11,2021.0,5,4,1,3,12300.0,164,5950000.0
0,107,2020.0,5,4,7,3,10372.0,362,1300000.0
1,157,2019.0,5,4,2,1,6000.0,455,650000.0
0,101,2018.0,5,4,7,1,30022.0,66,1099000.0
0,101,2018.0,5,4,7,1,47000.0,66,999000.0
0,114,2021.0,5,1,7,3,50247.0,239,5400000.0
1,176,2022.0,5,4,2,1,2704.0,296,553000.0
1,160,2022.0,5,4,2,1,14425.0,296,632000.0
1,172,2018.0,5,4,2,1,40000.0,51,330000.0
0,305,2017.0,5,4,8,3,32488.0,393,690000.0
1,61,2012.0,5,4,2,3,73949.0,475,219000.0
0,160,2018.0,5,4,2,1,40000.0,293,350000.0
1,77,2014.0,5,4,2,3,55920.0,320,338000.0
1,50,2017.0,5,4,7,1,30000.0,396,500000.0
1,179,2014.0,5,4,2,1,33805.0,287,408000.0
1,87,2014.0,5,4,8,1,73781.0,320,289000.0
1,155,2015.0,5,4,2,3,50000.0,251,230000.0
1,90,2014.0,5,4,2,1,65000.0,320,395000.0
1,90,2011.0,5,4,2,3,48072.0,278,220000.00000000003
0,107,2020.0,5,4,7,1,75420.0,371,1200000.0
0,197,2019.0,5,1,8,3,16100.0,278,3050000.0
1,183,2018.0,5,1,7,1,40722.0,218,725000.0
1,179,2015.0,5,4,2,1,40000.0,449,430000.0
1,179,2008.0,5,4,2,1,50000.0,278,200000.0
1,296,2017.0,5,4,8,4,40000.0,332,470000.0
1,155,2017.0,5,4,2,1,3188.0,251,296000.0
1,90,2019.0,5,4,2,1,34233.0,320,527000.0
1,82,2010.0,5,4,2,3,50000.0,278,140000.0
0,63,2016.0,5,4,8,1,51767.0,469,591000.0
1,90,2018.0,5,4,2,1,40965.0,320,480000.0
1,86,2011.0,5,4,8,3,70000.0,450,250000.0
1,265,2022.0,5,4,7,3,8176.0,60,822000.0000000001
1,238,2022.0,5,4,2,1,10000.0,344,510000.0
1,295,2018.0,5,4,8,3,13327.0,70,681000.0
0,50,2019.0,5,4,7,3,57167.0,396,735000.0
1,305,2018.0,5,4,8,1,35100.0,332,590000.0
1,89,2010.0,5,4,2,1,120000.0,228,170000.0
1,82,2010.0,5,4,2,3,60000.0,278,130000.0
1,25,2008.0,5,4,8,1,60000.0,278,170000.0
0,197,2020.0,5,1,8,1,30000.0,278,3980000.0
1,148,2022.0,5,1,7,5,14000.0,141,2220000.0
1,184,2018.0,5,4,2,1,10000.0,295,450000.0
0,314,2020.0,5,1,7,3,19500.0,398,4700000.0
1,163,2015.0,5,1,8,1,55000.0,215,450000.0
1,70,2011.0,5,4,8,1,50000.0,344,190000.0
1,86,2015.0,5,1,8,3,46980.0,427,494000.00000000006
1,179,2019.0,5,4,2,1,40535.0,287,535000.0
1,82,2010.0,5,4,2,1,60020.0,345,155000.0
0,238,2022.0,5,4,2,1,787.0,15,557000.0
1,184,2022.0,5,0,2,1,5870.0,296,674000.0
1,241,2013.0,5,1,2,1,50000.0,312,180000.0
0,160,2014.0,5,4,2,1,50714.0,296,318000.0
1,87,2019.0,5,4,8,1,40000.0,52,500000.0
1,155,2020.0,5,4,2,1,4187.0,251,403000.0
0,122,2020.0,5,4,7,1,10164.0,508,1513000.0
1,86,2022.0,5,4,8,1,13269.0,83,1030000.0
1,138,2020.0,5,1,7,1,90000.0,498,1530000.0
1,86,2021.0,5,4,8,1,16000.0,83,1050000.0
1,63,2021.0,5,4,8,1,60000.0,473,810000.0
1,63,2010.0,5,4,8,3,47114.0,278,235000.0
1,63,2014.0,5,4,8,3,50000.0,469,439000.0
1,63,2014.0,5,4,8,3,50000.0,469,439000.0
1,54,2011.0,5,4,2,3,50000.0,344,200000.0
1,33,2012.0,5,4,2,1,20000.0,360,210000.0
1,61,2013.0,5,4,2,3,41424.0,475,225000.0
1,155,2020.0,5,4,2,3,23829.0,251,378000.0
1,63,2019.0,5,4,8,1,44199.0,469,684000.0
1,86,2018.0,5,4,8,1,40000.0,450,800000.0
1,50,2015.0,5,4,7,1,55625.0,248,419000.00000000006
1,184,2015.0,5,4,2,1,29230.0,295,309000.0
1,180,2017.0,5,4,8,1,30000.0,291,525000.0
1,300,2019.0,5,4,2,1,25152.0,21,510000.0
0,1,2020.0,5,1,8,1,52224.0,382,2000000.0
1,180,2012.0,5,4,8,1,62665.0,508,289000.0
1,184,2014.0,5,4,2,1,76800.0,295,273000.0
1,69,2017.0,5,4,7,1,80000.0,476,600000.0
1,50,2016.0,5,4,7,3,37833.0,396,510000.0
1,155,2015.0,5,4,2,1,40000.0,251,300000.0
0,112,2012.0,5,1,7,3,72000.0,358,970000.0
0,75,2018.0,5,4,8,1,30000.0,340,1400000.0
1,87,2014.0,5,1,8,3,80000.0,417,300000.0
0,75,2018.0,5,4,8,1,30000.0,340,1500000.0
1,300,2014.0,5,4,2,3,90000.0,332,290000.0
1,289,2014.0,5,1,4,1,113000.0,159,750000.0
1,65,2012.0,5,4,8,3,90000.0,473,350000.0
1,179,2013.0,5,1,2,1,92202.0,220,296000.0
1,77,2018.0,5,4,2,3,79783.0,320,376000.0
1,63,2022.0,5,4,8,1,10000.0,458,1399000.0
1,180,2021.0,5,4,8,3,23227.0,508,690000.0
1,163,2019.0,5,4,8,4,3089.0,479,714000.0
1,59,2019.0,5,4,8,1,28546.0,476,600000.0
1,77,2016.0,5,4,2,1,85435.0,320,342000.0
0,234,2016.0,5,1,8,3,20000.0,237,5000000.0
1,61,2012.0,5,4,2,3,83124.0,475,208000.0
1,282,2014.0,5,4,8,3,87859.0,344,279000.0
1,63,2017.0,5,1,8,1,65000.0,468,600000.0
0,141,2018.0,5,1,7,1,50000.0,350,1450000.0
1,282,2012.0,5,4,8,4,80000.0,344,225000.0
1,77,2018.0,5,4,2,1,25000.0,320,400000.0
1,90,2019.0,5,4,2,1,3000.0,320,625000.0
1,77,2018.0,5,4,2,1,37001.0,320,385000.0
1,179,2013.0,5,4,2,1,39000.0,289,335000.0
0,63,2020.0,5,4,8,1,20000.0,469,985000.0
1,87,2015.0,5,1,8,4,103033.0,418,271000.0
1,77,2017.0,5,4,2,1,25968.0,320,481000.0
1,184,2004.0,5,4,2,3,150000.0,289,75000.0
1,184,2020.0,5,4,2,1,11798.0,297,555000.0
1,296,2017.0,5,4,8,1,65814.0,332,430000.0
